budget,method,objective_mode,num_prompts,certified_prompts,certified_fraction,horizon,num_shards,num_events,max_failed_prompts,certified_prompts_lower_bound,certified_fraction_lower_bound,solver,solver_status,objective_value,objective_bound,mip_gap,time_seconds,top_competitors,max_targets_per_prompt,plot_fraction,certified_percent,run_label,run_name,num_retained_prompts,num_total_rows_read,num_rows_filtered_shorter_than_horizon,padding_policy,horizon_filter_basis,family,method_label
3,aggregate_tpa_mcp_validity,radius_derived,104,104.0,1.0,15,,,,,,,,,,,,,,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
3,dpa_max_target_token_validity,radius_derived,104,104.0,1.0,15,,,,,,,,,,,,,,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
3,dpa_weakest_token_stability,radius_derived,104,103.0,0.9903846153846154,15,,,,,,,,,,,,,,0.9903846153846154,99.03846153846155,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
3,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,1.0,103.0,0.9903846153846154,gurobi,OPTIMAL,1.0,1.0,0.0,0.7935408950033889,1.0,2.0,0.9903846153846154,99.03846153846155,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
3,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,0.0,104.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.8946239489996515,1.0,2.0,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
5,aggregate_tpa_mcp_validity,radius_derived,104,104.0,1.0,15,,,,,,,,,,,,,,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
5,dpa_max_target_token_validity,radius_derived,104,104.0,1.0,15,,,,,,,,,,,,,,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
5,dpa_weakest_token_stability,radius_derived,104,102.0,0.9807692307692308,15,,,,,,,,,,,,,,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
5,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,2.0,102.0,0.9807692307692308,gurobi,OPTIMAL,2.0,2.0,0.0,0.7242373659973964,1.0,2.0,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
5,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,0.0,104.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.8973155759995279,1.0,2.0,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
7,aggregate_tpa_mcp_validity,radius_derived,104,103.0,0.9903846153846154,15,,,,,,,,,,,,,,0.9903846153846154,99.03846153846155,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
7,dpa_max_target_token_validity,radius_derived,104,104.0,1.0,15,,,,,,,,,,,,,,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
7,dpa_weakest_token_stability,radius_derived,104,102.0,0.9807692307692308,15,,,,,,,,,,,,,,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
7,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,2.0,102.0,0.9807692307692308,gurobi,OPTIMAL,2.0,2.0,0.0,0.9045868419998442,1.0,2.0,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
7,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,0.0,104.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.8908749750007701,1.0,2.0,1.0,100.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
9,aggregate_tpa_mcp_validity,radius_derived,104,103.0,0.9903846153846154,15,,,,,,,,,,,,,,0.9903846153846154,99.03846153846155,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
9,dpa_max_target_token_validity,radius_derived,104,103.0,0.9903846153846154,15,,,,,,,,,,,,,,0.9903846153846154,99.03846153846155,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
9,dpa_weakest_token_stability,radius_derived,104,102.0,0.9807692307692308,15,,,,,,,,,,,,,,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
9,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,2.0,102.0,0.9807692307692308,gurobi,OPTIMAL,2.0,2.0,0.0,0.8235955909985933,1.0,2.0,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
9,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,1.0,103.0,0.9903846153846154,gurobi,OPTIMAL,1.0,1.0,0.0,0.8894726469989109,1.0,2.0,0.9903846153846154,99.03846153846155,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
25,aggregate_tpa_mcp_validity,radius_derived,104,101.0,0.971153846153846,15,,,,,,,,,,,,,,0.971153846153846,97.1153846153846,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
25,dpa_max_target_token_validity,radius_derived,104,102.0,0.9807692307692308,15,,,,,,,,,,,,,,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
25,dpa_weakest_token_stability,radius_derived,104,96.0,0.9230769230769232,15,,,,,,,,,,,,,,0.9230769230769232,92.30769230769232,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
25,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,8.0,96.0,0.9230769230769232,gurobi,OPTIMAL,8.0,8.0,0.0,0.8592446889997518,1.0,2.0,0.9230769230769232,92.30769230769232,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
25,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,2.0,102.0,0.9807692307692308,gurobi,OPTIMAL,2.0,2.0,0.0,0.8891635649997625,1.0,2.0,0.9807692307692308,98.07692307692308,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
50,aggregate_tpa_mcp_validity,radius_derived,104,99.0,0.9519230769230768,15,,,,,,,,,,,,,,0.9519230769230768,95.19230769230768,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
50,dpa_max_target_token_validity,radius_derived,104,101.0,0.971153846153846,15,,,,,,,,,,,,,,0.971153846153846,97.1153846153846,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
50,dpa_weakest_token_stability,radius_derived,104,95.0,0.9134615384615384,15,,,,,,,,,,,,,,0.9134615384615384,91.34615384615384,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
50,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,9.0,95.0,0.9134615384615384,gurobi,OPTIMAL,9.0,9.0,0.0,1.0340248430002248,1.0,2.0,0.9134615384615384,91.34615384615384,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
50,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,3.0,101.0,0.971153846153846,gurobi,OPTIMAL,3.0,3.0,0.0,0.8985606659989571,1.0,2.0,0.971153846153846,97.1153846153846,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
100,aggregate_tpa_mcp_validity,radius_derived,104,91.0,0.875,15,,,,,,,,,,,,,,0.875,87.5,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
100,dpa_max_target_token_validity,radius_derived,104,94.0,0.903846153846154,15,,,,,,,,,,,,,,0.903846153846154,90.3846153846154,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
100,dpa_weakest_token_stability,radius_derived,104,83.0,0.7980769230769231,15,,,,,,,,,,,,,,0.7980769230769231,79.8076923076923,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
100,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,21.0,83.0,0.7980769230769231,gurobi,OPTIMAL,21.0,21.0,0.0,1.25349692799864,1.0,2.0,0.7980769230769231,79.8076923076923,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
100,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,10.0,94.0,0.903846153846154,gurobi,OPTIMAL,10.0,10.0,0.0,1.173284717999195,1.0,2.0,0.903846153846154,90.3846153846154,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
150,aggregate_tpa_mcp_validity,radius_derived,104,88.0,0.8461538461538461,15,,,,,,,,,,,,,,0.8461538461538461,84.61538461538461,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
150,dpa_max_target_token_validity,radius_derived,104,88.0,0.8461538461538461,15,,,,,,,,,,,,,,0.8461538461538461,84.61538461538461,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
150,dpa_weakest_token_stability,radius_derived,104,78.0,0.75,15,,,,,,,,,,,,,,0.75,75.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
150,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,26.0,78.0,0.75,gurobi,OPTIMAL,26.0,26.0,0.0,0.9980245290025778,1.0,2.0,0.75,75.0,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
150,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,16.0,88.0,0.8461538461538461,gurobi,OPTIMAL,16.0,16.0,0.0,1.0621635960014828,1.0,2.0,0.8461538461538461,84.61538461538461,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
200,aggregate_tpa_mcp_validity,radius_derived,104,82.0,0.7884615384615384,15,,,,,,,,,,,,,,0.7884615384615384,78.84615384615384,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
200,dpa_max_target_token_validity,radius_derived,104,83.0,0.7980769230769231,15,,,,,,,,,,,,,,0.7980769230769231,79.8076923076923,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
200,dpa_weakest_token_stability,radius_derived,104,67.0,0.6442307692307693,15,,,,,,,,,,,,,,0.6442307692307693,64.42307692307693,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
200,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,37.0,67.0,0.6442307692307693,gurobi,OPTIMAL,37.0,37.0,0.0,0.923138027999812,1.0,2.0,0.6442307692307693,64.42307692307693,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
200,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,21.0,83.0,0.7980769230769231,gurobi,OPTIMAL,21.0,21.0,0.0,0.9972345599999244,1.0,2.0,0.7980769230769231,79.8076923076923,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
249,aggregate_tpa_mcp_validity,radius_derived,104,66.0,0.6346153846153846,15,,,,,,,,,,,,,,0.6346153846153846,63.46153846153846,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
249,dpa_max_target_token_validity,radius_derived,104,66.0,0.6346153846153846,15,,,,,,,,,,,,,,0.6346153846153846,63.46153846153846,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
249,dpa_weakest_token_stability,radius_derived,104,35.0,0.3365384615384615,15,,,,,,,,,,,,,,0.3365384615384615,33.65384615384615,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
249,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,,,15,500.0,387.0,69.0,35.0,0.3365384615384615,gurobi,OPTIMAL,69.0,69.0,0.0,0.4862028369971085,1.0,2.0,0.3365384615384615,33.65384615384615,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
249,joint_row_column_validity_milp,fixed_budget_adversarial_success,104,,,15,500.0,448.0,38.0,66.0,0.6346153846153846,gurobi,OPTIMAL,38.0,38.0,0.0,0.8119320090008841,1.0,2.0,0.6346153846153846,63.46153846153846,1B full H=15 targets=2,1b_full_targets2,104,110,6,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
