budget,method,objective_mode,num_prompts,horizon,num_shards,num_events,max_failed_prompts,certified_prompts_lower_bound,certified_fraction_lower_bound,solver,solver_status,objective_value,objective_bound,mip_gap,time_seconds,top_competitors,max_targets_per_prompt
0,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,0,23,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.022595702001126483,1,2
1,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,0,23,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.07745033299943316,1,2
3,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,2,21,0.9130434782608695,gurobi,OPTIMAL,2.0,2.0,0.0,0.046946978000050876,1,2
5,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,3,20,0.8695652173913043,gurobi,OPTIMAL,3.0,3.0,0.0,0.054842592999193585,1,2
7,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,3,20,0.8695652173913043,gurobi,OPTIMAL,3.0,3.0,0.0,0.2088922620023368,1,2
9,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,4,19,0.8260869565217391,gurobi,OPTIMAL,4.0,4.0,0.0,0.20130195099773118,1,2
25,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.2134545339977194,1,2
50,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.2646199329974479,1,2
100,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.29751201499675517,1,2
150,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,7,16,0.6956521739130435,gurobi,OPTIMAL,7.0,7.0,0.0,0.2962787090000347,1,2
200,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,8,15,0.6521739130434783,gurobi,OPTIMAL,8.0,8.0,0.0,0.29780766399926506,1,2
249,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,289,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.19089050999900792,1,2
