budget,method,objective_mode,num_prompts,horizon,num_shards,num_events,max_failed_prompts,certified_prompts_lower_bound,certified_fraction_lower_bound,solver,solver_status,objective_value,objective_bound,mip_gap,time_seconds,top_competitors,max_targets_per_prompt
0,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,0,104,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.029475978000846226,1,2
1,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,0,104,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.22707871400052682,1,2
3,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,1,103,0.9903846153846154,gurobi,OPTIMAL,1.0,1.0,0.0,0.7935408950033889,1,2
5,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,2,102,0.9807692307692307,gurobi,OPTIMAL,2.0,2.0,0.0,0.7242373659973964,1,2
7,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,2,102,0.9807692307692307,gurobi,OPTIMAL,2.0,2.0,0.0,0.9045868419998442,1,2
9,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,2,102,0.9807692307692307,gurobi,OPTIMAL,2.0,2.0,0.0,0.8235955909985933,1,2
25,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,8,96,0.9230769230769231,gurobi,OPTIMAL,8.0,8.0,0.0,0.8592446889997518,1,2
50,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,9,95,0.9134615384615384,gurobi,OPTIMAL,9.0,9.0,0.0,1.0340248430002248,1,2
100,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,21,83,0.7980769230769231,gurobi,OPTIMAL,21.0,21.0,0.0,1.2534969279986399,1,2
150,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,26,78,0.75,gurobi,OPTIMAL,26.0,26.0,0.0,0.9980245290025778,1,2
200,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,37,67,0.6442307692307693,gurobi,OPTIMAL,37.0,37.0,0.0,0.923138027999812,1,2
249,joint_row_column_stability_milp,fixed_budget_adversarial_success,104,15,500,387,69,35,0.33653846153846156,gurobi,OPTIMAL,69.0,69.0,0.0,0.48620283699710853,1,2
