budget,method,objective_mode,num_prompts,horizon,num_shards,num_events,max_failed_prompts,certified_prompts_lower_bound,certified_fraction_lower_bound,solver,solver_status,objective_value,objective_bound,mip_gap,time_seconds,top_competitors,max_targets_per_prompt
0,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,0,23,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.04710530399461277,3,2
1,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,0,23,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.15360565700393636,3,2
2,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,1,22,0.9565217391304348,gurobi,OPTIMAL,1.0,1.0,0.0,0.09854304399050307,3,2
3,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,2,21,0.9130434782608695,gurobi,OPTIMAL,2.0,2.0,0.0,0.09438041099929251,3,2
4,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,2,21,0.9130434782608695,gurobi,OPTIMAL,2.0,2.0,0.0,0.11571255901071709,3,2
5,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,3,20,0.8695652173913043,gurobi,OPTIMAL,3.0,3.0,0.0,0.37908089300617576,3,2
7,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,3,20,0.8695652173913043,gurobi,OPTIMAL,3.0,3.0,0.0,0.5031414520053659,3,2
9,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,4,19,0.8260869565217391,gurobi,OPTIMAL,4.0,4.0,0.0,0.6314877679978963,3,2
12,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.6674221830035094,3,2
15,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.6158191360009369,3,2
20,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.6357650529971579,3,2
25,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.6707668690069113,3,2
35,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.6428167449921602,3,2
50,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.6048168379929848,3,2
75,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.657777233995148,3,2
100,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,5,18,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.737446988990996,3,2
125,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,7,16,0.6956521739130435,gurobi,OPTIMAL,7.0,7.0,0.0,0.6466833379963646,3,2
150,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,7,16,0.6956521739130435,gurobi,OPTIMAL,7.0,7.0,0.0,0.7484295689937426,3,2
175,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,7,16,0.6956521739130435,gurobi,OPTIMAL,7.0,7.0,0.0,0.6741962340020109,3,2
200,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,8,15,0.6521739130434783,gurobi,OPTIMAL,8.0,8.0,0.0,0.7579404710122617,3,2
225,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,12,11,0.4782608695652174,gurobi,OPTIMAL,12.0,12.0,0.0,0.6757699050067458,3,2
249,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.3726162370003294,3,2
300,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.3759011839865707,3,2
350,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.37363660598930437,3,2
400,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.37349171900132205,3,2
450,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.37421057900064625,3,2
500,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,30,500,553,21,2,0.08695652173913043,gurobi,OPTIMAL,21.0,21.0,0.0,0.041170304000843316,3,2
