budget,method,objective_mode,num_prompts,certified_prompts,certified_fraction,horizon,num_shards,num_events,max_failed_prompts,certified_prompts_lower_bound,certified_fraction_lower_bound,solver,solver_status,objective_value,objective_bound,mip_gap,time_seconds,top_competitors,max_targets_per_prompt,plot_fraction,certified_percent,run_label,run_name,num_retained_prompts,num_total_rows_read,num_rows_filtered_shorter_than_horizon,padding_policy,horizon_filter_basis,family,method_label
0,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
0,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
0,dpa_weakest_token_stability,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
0,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0225957020011264,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
0,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.027663216998917,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
1,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
1,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
1,dpa_weakest_token_stability,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
1,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0774503329994331,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
1,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0622215889998187,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
3,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
3,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
3,dpa_weakest_token_stability,radius_derived,23,21.0,0.9130434782608696,30,,,,,,,,,,,,,,0.9130434782608696,91.30434782608697,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
3,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,2.0,21.0,0.9130434782608696,gurobi,OPTIMAL,2.0,2.0,0.0,0.0469469780000508,1.0,2.0,0.9130434782608696,91.30434782608697,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
3,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0587408969986427,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
5,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
5,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
5,dpa_weakest_token_stability,radius_derived,23,20.0,0.8695652173913043,30,,,,,,,,,,,,,,0.8695652173913043,86.95652173913044,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
5,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,3.0,20.0,0.8695652173913043,gurobi,OPTIMAL,3.0,3.0,0.0,0.0548425929991935,1.0,2.0,0.8695652173913043,86.95652173913044,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
5,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0524562499995227,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
7,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
7,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
7,dpa_weakest_token_stability,radius_derived,23,20.0,0.8695652173913043,30,,,,,,,,,,,,,,0.8695652173913043,86.95652173913044,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
7,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,3.0,20.0,0.8695652173913043,gurobi,OPTIMAL,3.0,3.0,0.0,0.2088922620023368,1.0,2.0,0.8695652173913043,86.95652173913044,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
7,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0558829420006077,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
9,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
9,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
9,dpa_weakest_token_stability,radius_derived,23,19.0,0.8260869565217391,30,,,,,,,,,,,,,,0.8260869565217391,82.6086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
9,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,4.0,19.0,0.8260869565217391,gurobi,OPTIMAL,4.0,4.0,0.0,0.2013019509977311,1.0,2.0,0.8260869565217391,82.6086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
9,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0536500880007224,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
25,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
25,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
25,dpa_weakest_token_stability,radius_derived,23,18.0,0.782608695652174,30,,,,,,,,,,,,,,0.782608695652174,78.26086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
25,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,5.0,18.0,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.2134545339977194,1.0,2.0,0.782608695652174,78.26086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
25,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0537596110007143,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
50,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
50,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
50,dpa_weakest_token_stability,radius_derived,23,18.0,0.782608695652174,30,,,,,,,,,,,,,,0.782608695652174,78.26086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
50,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,5.0,18.0,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.2646199329974479,1.0,2.0,0.782608695652174,78.26086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
50,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0536887460002617,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
100,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
100,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
100,dpa_weakest_token_stability,radius_derived,23,18.0,0.782608695652174,30,,,,,,,,,,,,,,0.782608695652174,78.26086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
100,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,5.0,18.0,0.782608695652174,gurobi,OPTIMAL,5.0,5.0,0.0,0.2975120149967551,1.0,2.0,0.782608695652174,78.26086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
100,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0549016110016964,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
150,aggregate_tpa_mcp_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
150,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
150,dpa_weakest_token_stability,radius_derived,23,16.0,0.6956521739130435,30,,,,,,,,,,,,,,0.6956521739130435,69.56521739130434,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
150,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,7.0,16.0,0.6956521739130435,gurobi,OPTIMAL,7.0,7.0,0.0,0.2962787090000347,1.0,2.0,0.6956521739130435,69.56521739130434,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
150,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0593172449989651,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
200,aggregate_tpa_mcp_validity,radius_derived,23,22.0,0.9565217391304348,30,,,,,,,,,,,,,,0.9565217391304348,95.65217391304348,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
200,dpa_max_target_token_validity,radius_derived,23,23.0,1.0,30,,,,,,,,,,,,,,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,DPA max-target-token validity
200,dpa_weakest_token_stability,radius_derived,23,15.0,0.6521739130434783,30,,,,,,,,,,,,,,0.6521739130434783,65.21739130434783,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,DPA weakest-token stability
200,joint_row_column_stability_milp,fixed_budget_adversarial_success,23,,,30,500.0,289.0,8.0,15.0,0.6521739130434783,gurobi,OPTIMAL,8.0,8.0,0.0,0.297807663999265,1.0,2.0,0.6521739130434783,65.21739130434783,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,stability,Joint row-column stability MILP
200,joint_row_column_validity_milp,fixed_budget_adversarial_success,23,,,30,500.0,119.0,0.0,23.0,1.0,gurobi,OPTIMAL,-0.0,-0.0,0.0,0.0606319930011522,1.0,2.0,1.0,100.0,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Joint row-column validity MILP
249,aggregate_tpa_mcp_validity,radius_derived,23,19.0,0.8260869565217391,30,,,,,,,,,,,,,,0.8260869565217391,82.6086956521739,1B full H=30 targets=2,1b_full_targets2,23,110,87,no_padding_none_rows_filtered,shortest_non_none_prefix_across_shards,validity,Aggregate TPA MCP validity
